,IEC_Cont_101,IEC_Cont_102,IEC_Cont_103,IEC_IL10KO_3,IEC_IL10KO_6,IEC_IL10KO_14,IEC_IL10KOZn_19,IEC_IL10KOZn_31
1110025M09Rik,1.5245212809274,2.85797489145684,0,4.45207651847709,4.95106786811581,0,0,1.92402353657399
1110028F11Rik,15.245212809274,9.14551965266187,36.4177225987351,22.2603825923855,9.90213573623161,34.8413787445046,28.5072889847592,36.5564471949059
1110028F18Rik,0,0,0,0,0,0,0,0
1110032A03Rik,44.2111171468946,67.4482074383813,62.719411142266,53.4249182217251,71.7904840876792,46.4551716593395,53.5937032913474,73.1128943898118
1110032F04Rik,0.7622606404637,0,5.0580170276021,5.56509564809637,2.4755339340579,0,1.14029155939037,0.962011768286997
1110036E04Rik,0,0,0,0,0,0,0,0
1110038B12Rik,26.6791224162295,12.5750895224101,18.2088612993676,21.1473634627662,18.5665045054343,25.8084286996331,35.3490383411015,31.7463883534709
1110038F14Rik,43.4488565064309,52.0151430245144,42.4873430318576,123.545123387739,86.6436876920266,117.42835058333,63.8563273258607,71.1888708532378
1110046J04Rik,0,0.571594978291367,2.02320681104084,2.22603825923855,2.4755339340579,0,0,0
1110051M20Rik,1.5245212809274,2.28637991316547,0,0,1.23776696702895,3.87126430494496,0,0.962011768286997
1110057P08Rik,0,0,0,0,0,0,0,0
1110058D11Rik,0,0,0,0,0,0,0,0
1110059E24Rik,0,0,11.1276374607246,4.45207651847709,3.71330090108685,3.87126430494496,3.42087467817111,2.88603530486099
1110059G10Rik,35.0639894613302,36.0104836323561,54.6265838981027,67.8941669067757,44.5596108130422,33.550957309523,44.4713708162244,43.2905295729149
1110065P20Rik,35.0639894613302,29.1513438928597,23.2668783269697,35.6166121478168,25.993106307608,20.6467429597065,15.9640818314652,22.1262706706009
1190005I06Rik,0,0,0,0,0,0,0,0
1190007I07Rik,25.1546011353021,17.7194443270324,23.2668783269697,32.2775547589589,25.993106307608,21.9371643946881,41.0504961380533,17.316211829166
1190028D05Rik,0,0,0,0,0,0,0,0
1300002E11Rik,31.2526862590117,50.3003580896403,45.5221532484189,30.0515164997204,42.0840768789843,30.9701144395597,30.78787210354,23.0882824388879
1300017J02Rik,0,0,0,0,0,0,0,0
1500002C15Rik,0,0,0,0,0,0,0,0
1500002F19Rik,0,0,0,0,2.4755339340579,0,0,0
1500004A13Rik,0,0,0,0,0,0,0,0
1500009C09Rik,0,0,0,0,1.23776696702895,1.29042143498165,0,1.92402353657399
1500009L16Rik,6.8603457641733,3.4295698697482,7.08122383864294,4.45207651847709,6.18883483514476,1.29042143498165,1.14029155939037,0.962011768286997
1500011B03Rik,8.3848670451007,7.43073471778777,11.1276374607246,14.4692486850506,16.0909705713764,7.74252860988992,5.70145779695185,6.73408237800898
1500012K07Rik,0,0,0,0,0,0,0,0
1500015A07Rik,6.0980851237096,4.00116484803957,4.04641362208168,6.67811477771564,2.4755339340579,3.87126430494496,2.28058311878074,6.73408237800898
1500015L24Rik,0,0,0,0,0,0,0,0
1500026H17Rik,1.5245212809274,0,0,1.11301912961927,2.4755339340579,0,0,0
1500035N22Rik,4.5735638427822,5.1443548046223,3.03481021656126,1.11301912961927,1.23776696702895,2.58084286996331,2.28058311878074,1.92402353657399
1520401A03Rik,0,0,0,0,0,0,0,0
1600002D24Rik,0,0,0,0,0,0,0,0
1600010M07Rik,0,0,0,0,2.4755339340579,0,0,0
1600012H06Rik,57.1695480347775,45.156003285018,65.7542213588273,54.5379373513444,70.5527171206502,40.0030644844313,98.0650741075718,51.9486354874978
1600012P17Rik,0,0,0,0,0,0,0,0
1600014C10Rik,112.052314148164,147.471504399173,93.0675133078786,70.1202051660142,91.5947555601424,58.0689645741744,76.3995344791548,52.9106472557848
1600014C23Rik,0,0,0,0,0,0,0,0
1600015H23Rik,0,0,0,0,0,0,0,0
1600019K03Rik,0,0,0,0,0,0,0,0
1600020E01Rik,6.0980851237096,8.00232969607914,6.06962043312252,3.33905738885782,6.18883483514476,7.74252860988992,10.2626240345133,3.84804707314799
1600023N17Rik,0.7622606404637,0,1.01160340552042,0,0,0,0,0
1600025M17Rik,0,0,0,0,0,0,0,0
1600027J07Rik,0,0,0,0,0,0,0,0
1600029I14Rik,0,0,0,1.11301912961927,0,0,0,0
1600029O15Rik,0,0,0,0,0,0,0,0
1700001C19Rik,0,0.571594978291367,0,0,0,0,0,0
1700001D01Rik,0,0,0,0,0,0,0,0
1700001F09Rik,0,0,0,0,0,0,0,0
1700001G01Rik,0,0,0,0,0,0,0,0
1700001G11Rik,0,0,0,0,0,0,1.14029155939037,0
1700001G17Rik,0,0,0,0,0,0,0,0
1700001J03Rik,3.0490425618548,1.14318995658273,0,0,0,0,0,1.92402353657399
1700001J04Rik,0,0,0,0,0,0,0,0
1700001J11Rik,0,0,0,0,0,0,0,0
1700001K19Rik,0,0,0,0,0,0,0,0
1700001K23Rik,0,0,0,0,0,0,1.14029155939037,0
1700001L05Rik,14.4829521688103,10.2887096092446,22.2552749214492,16.6952869442891,16.0909705713764,24.5180072646514,17.1043733908555,15.392188292592
1700001L19Rik,0,0,0,0,0,0,0,0
1700001O22Rik,0,0.571594978291367,0,0,0,0,0,0
1700001P01Rik,0,1.14318995658273,0,0,2.4755339340579,0,0,0
1700003C15Rik,0,0,0,0,0,0,0,0
1700003D09Rik,0,0,0,0,0,0,0,0
1700003E16Rik,0,0,1.01160340552042,0,0,0,0,0
1700003E24Rik,0,0,0,0,0,0,0,0
1700003F12Rik,0,0,0,0,0,0,0,0
1700003G18Rik,0,0,0,0,0,0,0,0
1700003H04Rik,0,0,0,0,0,0,0,0
1700003I22Rik,0,0,0,0,0,0,0,0
1700003L19Rik,0,0,0,0,0,0,0,0
1700003M07Rik,0,0,0,0,0,0,0,0
1700003P14Rik,0,0,0,0,0,0,0,0
1700006A11Rik,0,0,0,0,0,0,0,0
1700006F04Rik,0,0,0,0,0,0,0,0
1700006H20Rik,0.7622606404637,0,0,0,0,0,0,0
1700006H21Rik,0,0,0,0,0,0,0,0
1700007F19Rik,0,0,0,0,0,0,0,0
1700007J10Rik,0,0,0,0,0,0,0,0
1700007K13Rik,0.7622606404637,0,0,0,0,0,0,0
1700007L15Rik,6.0980851237096,2.28637991316547,3.03481021656126,3.33905738885782,0,2.58084286996331,0,1.92402353657399
1700007P06Rik,0,0,0,0,0,0,0,0
1700008C04Rik,0,0,0,0,0,0,0,0
1700008J07Rik,3.0490425618548,4.00116484803957,6.06962043312252,3.33905738885782,6.18883483514476,7.74252860988992,4.56116623756148,4.81005884143499
1700008K24Rik,0,0,0,0,0,0,0,0
1700008O03Rik,0,0,0,0,0,0,0,0
1700008P02Rik,0,0,0,0,0,0,0,0
1700009C05Rik,0,0,0,0,0,0,0,0
1700009J07Rik,0,0,0,0,0,0,0,0
1700009N14Rik,0,0,0,0,0,0,0,0
1700010B08Rik,0,0,0,0,0,0,0,0
1700010D01Rik,0,0,0,0,0,0,0,0
1700010G06Rik,0,0.571594978291367,2.02320681104084,0,1.23776696702895,0,0,1.92402353657399
1700010H22Rik,0,0,0,0,0,0,0,0
1700010I02Rik,0.7622606404637,0,0,0,0,0,0,0
1700010I14Rik,0.7622606404637,1.14318995658273,1.01160340552042,0,1.23776696702895,0,1.14029155939037,0.962011768286997
1700010J16Rik,0,0,0,0,0,0,0,0
1700010K23Rik,0,0,0,0,0,0,0,0
1700010L04Rik,0,0,0,0,0,0,0,0
1700010N08Rik,0,0,0,0,0,0,0,0
1700011B04Rik,0,0,0,0,1.23776696702895,1.29042143498165,1.14029155939037,0.962011768286997
1700011C11Rik,0,0,0,0,0,0,0,0
1700011L22Rik,1.5245212809274,0,0,0,0,0,0,0.962011768286997
1700011M02Rik,0,0,0,0,0,0,0,0
1700012A03Rik,0,0,0,0,0,0,0,0
1700012B07Rik,0,0,0,0,0,0,0,0
1700012B09Rik,0,0,0,0,0,0,0,0
1700012C14Rik,0,0,0,0,0,0,0,0
1700012D01Rik,0,1.14318995658273,1.01160340552042,0,0,0,0,0
1700012D14Rik,0,0,0,1.11301912961927,0,0,0,0
1700012D16Rik,0,0,0,0,0,0,0,0
1700012H19Rik,0,0,0,0,0,1.29042143498165,0,0
1700012I11Rik,0,0,0,0,0,0,0,0
1700012J15Rik,0,0,0,0,0,0,0,0
1700012P22Rik,0,0,0,0,0,0,0,0
1700013D24Rik,0,0,0,0,0,0,0,0
1700013F07Rik,0,0,0,0,0,0,0,0
1700013G24Rik,0,0,0,0,0,0,0,0
1700013H16Rik,0,0,0,0,0,0,0,0
1700013N06Rik,0,0,0,0,0,0,0,0
1700014D04Rik,0,0,0,0,0,0,0,0
1700014L14Rik,0,0,0,0,0,0,0,0
1700015C15Rik,0,0,0,0,0,0,0,0
1700015G11Rik,0,0,0,0,0,0,0,0
1700015I17Rik,0,0,0,0,0,0,0,0
1700016A09Rik,0,0.571594978291367,0,3.33905738885782,0,0,0,0
1700016B01Rik,0,0,0,0,0,0,0,0
1700016C15Rik,22.867819213911,17.147849348741,16.1856544883267,16.6952869442891,23.5175723735501,11.6137929148349,34.2087467817111,21.1642589023139
1700016C19Rik,0,0,0,0,0,0,0,0
1700016D06Rik,0,0,0,0,0,0,0,0
1700016G22Rik,0,0,0,0,0,0,0,0
1700016H13Rik,0,0,0,0,0,0,0,0
1700016J18Rik,0,0,0,0,0,0,0,0
1700016K05Rik,0,0,0,0,0,0,0,0
1700016K19Rik,0,0,0,0,0,0,0,0
1700016L04Rik,0,0,0,0,0,0,0,0
1700016L21Rik,0,0,0,0,0,0,0,0
1700016P04Rik,0,0,0,0,0,0,0,0
1700017B05Rik,47.2601597087494,47.4423831981835,37.4293260042555,44.520765184771,44.5596108130422,42.5839073543946,35.3490383411015,25.0123059754619
1700017G19Rik,0,0,0,0,0,0,0,0
1700017J07Rik,0,0,0,0,0,0,0,0
1700017L05Rik,0,0,0,0,0,0,0,0
1700017M07Rik,0,0,0,0,0,0,0,0
1700017N19Rik,0,0,0,0,0,0,0,0
1700018A04Rik,0,0,0,0,0,0,0,0
1700018A23Rik,0,0,0,0,0,0,0,0
1700018B08Rik,0,0,0,0,0,0,0,0
1700018B24Rik,0,0,0,0,0,0,0,0
1700018F24Rik,0,0,0,0,0,0,0,0
1700018G05Rik,0,0,0,0,0,0,0,0
1700018L02Rik,2.2867819213911,1.14318995658273,2.02320681104084,2.22603825923855,0,3.87126430494496,0,0.962011768286997
1700019A02Rik,0,0,0,0,0,0,0,0
1700019C18Rik,0,0,0,0,0,0,0,0
1700019D03Rik,26.6791224162295,14.8614694355755,37.4293260042555,13.3562295554313,12.3776696702895,25.8084286996331,3.42087467817111,19.2402353657399
1700019E08Rik,0,0,0,0,0,0,0,0
1700019F05Rik,0,0,0,0,0,0,0,0
1700019G24Rik,0,0,0,0,0,0,0,0
1700019J19Rik,0,0,0,0,0,0,0,0
1700019M22Rik,0,0,0,0,0,0,0,0
1700019N19Rik,0,0,0,0,0,0,0,0
1700019P21Rik,0,0,0,0,0,0,0,0
1700020A23Rik,0,0,0,0,0,0,0,0
1700020D12Rik,0,0,0,0,0,0,0,0
1700020D14Rik,0,0,0,0,0,0,0,0
1700020G03Rik,0,0,0,0,0,0,0,0
1700020G17Rik,0,0,0,0,0,0,0,0
1700020L13Rik,0,0,0,0,0,0,0,0
1700020L24Rik,0.7622606404637,2.85797489145684,0,0,0,0,0,0.962011768286997
1700020M21Rik,0,0,0,0,0,0,0,0
1700020N01Rik,0,2.85797489145684,1.01160340552042,0,1.23776696702895,0,0,0
1700020N15Rik,0,0,0,0,0,0,0,0
1700020N18Rik,0,0,0,0,0,0,0,0
1700021F02Rik,0,0,0,0,0,0,0,0
1700021F07Rik,0,0,0,0,0,0,0,0
1700021G15Rik,0,0,0,0,0,0,0,0
1700021L23Rik,0,0,0,0,0,0,0,0
1700021N21Rik,0,0,0,0,0,0,0,0
1700022A21Rik,0,0,0,0,0,0,0,0
1700022A22Rik,0,0,0,0,0,0,0,0
1700022E09Rik,0,0,0,0,0,0,0,0
1700022H01Rik,0,0,0,0,0,0,0,0
1700022H16Rik,0,0,0,0,0,0,0,0
1700022I11Rik,0,0,0,0,0,0,0,0
1700022N22Rik,1.5245212809274,0.571594978291367,0,0,0,1.29042143498165,0,0
1700023A20Rik,0,0,0,0,0,0,0,0
1700023C21Rik,0,0,0,0,0,0,0,0
1700023D09Rik,1.5245212809274,2.85797489145684,5.0580170276021,1.11301912961927,3.71330090108685,0,2.28058311878074,1.92402353657399
1700023F02Rik,0,0,0,0,0,0,0,0
1700023G09Rik,0,0,0,0,0,0,0,0
1700024B05Rik,0,0,0,0,0,0,0,0
1700024B18Rik,0,0,0,0,0,0,0,0
1700024G13Rik,0,0,0,0,0,0,0,0
1700024I08Rik,0,0,0,0,0,0,0,0
1700024J04Rik,0,0,0,0,0,0,0,0
1700024N05Rik,0,0,0,0,0,0,0,0
1700025B11Rik,0,0,0,0,0,0,0,0
1700025C18Rik,0,0,0,0,0,0,0,0
1700025D23Rik,0,0,0,0,0,0,0,0
1700025F24Rik,0,0,0,0,0,0,0,0
1700025G04Rik,51.8337235515316,38.868458523813,61.7078077367456,35.6166121478168,13.6154366373185,32.2605358745413,78.6801175979355,66.3788120118028
1700025H01Rik,0,0,0,0,0,0,0,0
1700025J12Rik,0,0,0,0,0,0,0,0
1700025K04Rik,0,0,0,0,0,0,0,0
1700025K24Rik,0,0,0,0,0,0,0,0
1700025M24Rik,0,0,0,0,0,0,0,0
1700025N23Rik,3.0490425618548,3.4295698697482,0,0,0,0,0,0
1700025O08Rik,0,0,0,0,0,0,0,0
1700026D11Rik,0,0,0,0,0,0,0,0
1700026F02Rik,0,0,0,0,0,0,0,0
1700026J12Rik,0,0,0,0,0,0,0,0
1700026J14Rik,0,0,0,0,0,0,0,0
1700027A15Rik,0,0,0,0,0,0,0,0
1700027F06Rik,0,0,0,0,0,0,0,0
1700027F09Rik,0,0,0,0,0,0,0,0
1700027H10Rik,0,0,0,0,0,0,0,0
1700027I24Rik,0,0,0,0,0,0,0,0
1700027J07Rik,0,0,0,0,0,0,0,0
1700028B04Rik,0,0,0,0,0,0,0,0
1700028D13Rik,0,0,0,0,0,0,0,0
1700028E10Rik,0,0,1.01160340552042,0,0,0,0,0
1700028I16Rik,0,0,0,0,0,0,0,0
1700028J19Rik,0,1.7147849348741,0,0,0,1.29042143498165,0,0
1700028K03Rik,0,0,0,0,0,0,0,0
1700028M03Rik,0,0,0,0,0,0,0,0
1700028P14Rik,0,0,0,0,0,0,0,0
1700028P15Rik,0,0,0,0,0,0,0,0
1700029B22Rik,0,0,0,0,0,0,0,0
1700029F12Rik,0,0,0,0,0,0,0,0
1700029H14Rik,0,0,0,0,0,0,0,0
1700029I15Rik,2.2867819213911,2.28637991316547,0,0,1.23776696702895,1.29042143498165,2.28058311878074,2.88603530486099
1700029J03Rik,0,0,0,0,0,0,0,0
1700029J07Rik,0,0,0,0,0,0,0,1.92402353657399
1700029M03Rik,0,0,0,0,0,0,0,0
1700029M20Rik,0,0,0,0,0,0,0,0
1700029N11Rik,0,0,0,0,0,0,0,0
1700029P11Rik,0,0,0,0,0,0,0,0
1700030A11Rik,0,0,0,0,0,0,0,0
1700030C10Rik,13.7206915283466,19.4342292619065,6.06962043312252,7.79113390733492,17.3287375384053,7.74252860988992,20.5252480690267,11.544141219444
1700030C12Rik,0,0,0,0,0,0,0,0
1700030C14Rik,0,0,0,0,0,0,0,0
1700030F04Rik,0,0,0,0,0,0,0,0
1700030I03Rik,0,0,0,0,0,0,0,0
1700030J22Rik,1.5245212809274,2.85797489145684,3.03481021656126,2.22603825923855,4.95106786811581,2.58084286996331,4.56116623756148,0
1700030K09Rik,5.3358244832459,1.7147849348741,1.01160340552042,0,0,2.58084286996331,0,0
1700030L20Rik,0,0,0,0,0,0,0,0
1700030L22Rik,0,0,1.01160340552042,0,0,0,0,0
1700030M09Rik,0,0,0,0,0,0,0,0
1700030N03Rik,0,0,0,0,0,0,0,0
1700030O20Rik,0,0,0,0,0,0,0,0
1700031A10Rik,0,0,0,0,0,0,0,0
1700031F05Rik,0,0,0,0,0,0,0,0
1700031L13Rik,0,0,0,0,0,0,0,0
1700031M16Rik,0,0,0,0,0,0,0,0
1700031P21Rik,0,0,0,0,0,0,0,0
1700034B16Rik,0,0,0,0,0,0,0,0
1700034E13Rik,0,0,0,0,0,0,0,0
1700034G24Rik,0,0,0,0,0,0,0,0
1700034H15Rik,0,0.571594978291367,1.01160340552042,2.22603825923855,1.23776696702895,0,4.56116623756148,1.92402353657399
1700034I23Rik,0,0,0,0,0,0,0,0
1700034J05Rik,0,0,0,0,0,0,0,0
1700034K08Rik,0,0,0,0,0,0,0,0
1700034P13Rik,0,0,0,1.11301912961927,0,1.29042143498165,0,0
1700036A12Rik,0,0,0,0,0,0,0,0
1700036G14Rik,0,0,0,0,0,0,0,0
1700037C18Rik,9.9093883260281,5.1443548046223,13.1508442717655,10.0171721665735,14.8532036043474,2.58084286996331,5.70145779695185,6.73408237800898
1700037F03Rik,0,0,0,0,0,0,0,0
1700037H04Rik,32.0149468994754,25.7217740231115,20.2320681104084,27.8254782404818,12.3776696702895,12.9042143498165,6.84174935634222,4.81005884143499
1700039E22Rik,0,0,0,0,0,0,0,0
1700039I01Rik,0.7622606404637,0,0,0,1.23776696702895,0,0,0.962011768286997
1700039M10Rik,0,0,0,0,0,0,0,0
1700040D17Rik,0,0,0,0,0,1.29042143498165,0,0.962011768286997
1700040G22Rik,0,0,0,0,0,0,0,0
1700040K01Rik,0,0,0,0,0,0,0,0
1700040P09Rik,0,0,0,0,0,0,0,0
1700041A01Rik,0,0,0,0,0,0,0,0
1700041B01Rik,0,0,0,0,0,0,0,0
1700041C23Rik,0,0,0,0,0,0,0,0
1700041G16Rik,0.7622606404637,0,1.01160340552042,0,0,0,0,0
1700041I07Rik,0,0,0,0,0,0,0,0
1700041M19Rik,0,0,0,0,0,0,0,0
1700042G07Rik,0,0,0,0,0,0,0,0
1700042G15Rik,0,0,0,0,0,0,0,0
1700042O10Rik,0,0,0,0,0,0,0,0
1700044C05Rik,0,0,0,0,0,0,0,0
1700044K03Rik,0,0,0,0,0,0,0,0
1700045H11Rik,0,0,0,0,0,0,0,0
1700046C09Rik,0,0,0,0,0,0,0,0
1700047A11Rik,0,0,0,0,0,0,0,0
1700047E10Rik,0,0,0,0,0,0,0,0
1700047F07Rik,0,0,0,0,0,0,0,0
1700047G03Rik,0,0,0,0,0,0,0,0
1700047L14Rik,0,0,0,0,0,0,0,0
1700047M11Rik,0,0,0,0,0,0,0,0
1700048B10Rik,0,0,0,0,0,0,0,0
1700048F04Rik,0,0,0,0,0,0,0,0
1700048M11Rik,0,0,0,0,0,0,0,0
1700048O14Rik,0,0,0,0,0,0,0,0
1700048O20Rik,0,0,1.01160340552042,0,0,0,0,0
1700049E15Rik,0,0,0,0,0,0,0,0
1700049E17Rik1,0,0,0,0,0,0,0,0
1700049E17Rik2,0,0,0,0,0,0,0,0
1700049E22Rik,0,0,0,0,0,0,0,0
1700049J03Rik,0,0,0,0,0,0,0,0
1700049L16Rik,0,0,0,0,0,0,0,0
1700051A21Rik,0,0,0,0,0,0,0,0
1700052H01Rik,0,0,0,0,0,0,0,0
1700052I22Rik,0,0,0,0,0,0,0,0
1700052K11Rik,9.1471276855644,6.28754476120504,3.03481021656126,7.79113390733492,6.18883483514476,1.29042143498165,1.14029155939037,2.88603530486099
1700054A03Rik,0,0,1.01160340552042,0,0,0,0,0
1700054K19Rik,0,0,0,0,0,0,0,0
1700054M17Rik,0,0,0,0,0,0,0,0
1700054O19Rik,0,0,0,0,0,0,0,0
1700055C04Rik,0,0,0,0,0,0,0,0
1700055D16Rik,0,0,0,0,0,0,0,0
1700055D18Rik,0,0,0,2.22603825923855,3.71330090108685,0,0,0
1700055K11Rik,0,0,0,0,0,0,0,0
1700055L01Rik,0,0,0,0,0,0,0,0
1700056E22Rik,0,0,1.01160340552042,1.11301912961927,0,0,0,0.962011768286997
1700057G04Rik,0,0,0,0,0,0,0,0
1700057H15Rik,0,0,0,0,0,0,0,0
1700057H21Rik,0,0,0,0,0,0,0,0
1700060C16Rik,0,0,0,0,0,0,0,0
1700060C20Rik,0,0,0,0,0,0,0,0
1700060J05Rik,0,0,0,0,0,0,0,0
1700061F12Rik,0,0,0,0,0,0,0,0
1700061I17Rik,0,0,0,0,0,0,0,0
1700061J23Rik,0,0,0,0,0,0,0,0
1700061N14Rik,0,0,0,0,0,0,0,0
1700062C10Rik,0,0,0,0,0,0,0,0
1700063A18Rik,0,0,0,0,0,0,0,0
1700063D05Rik,0,0,0,0,0,0,0,0
1700063H04Rik,0,0,0,0,0,0,0,0
1700063H06Rik,0,0,0,0,0,0,0,0
1700063O14Rik,0,0,0,0,0,0,0,0
1700064F23Rik,0,0,0,0,0,0,0,0
1700064J06Rik,0,0,0,0,0,0,0,0
1700064M15Rik,0,0,0,0,0,0,0,0
1700065D16Rik,0,0,0,0,0,2.58084286996331,0,0
1700065I16Rik,0,0,0,0,0,0,0,0
1700065J11Rik,0,0,0,0,0,0,0,0
1700065J18Rik,0,0,0,0,0,0,0,0
1700065L07Rik,0,0,0,0,0,0,0,0
1700065O20Rik,0,0,0,0,0,0,0,0
1700066B17Rik,0,0,0,0,0,0,0,0
1700066B19Rik,3.0490425618548,4.57275982633094,2.02320681104084,10.0171721665735,3.71330090108685,6.45210717490827,4.56116623756148,9.62011768286997
1700066C05Rik,0,0,0,0,0,0,0,0
1700066J03Rik,0,0,0,0,0,0,0,0
1700066M21Rik,0,1.7147849348741,0,1.11301912961927,2.4755339340579,0,0,0
1700066N21Rik,0,0,0,0,0,0,0,0
1700066O22Rik,0,0,0,0,0,0,0,0
1700067G17Rik,0,0.571594978291367,0,0,0,0,0,0
1700067K01Rik,0,1.14318995658273,0,0,0,0,0,0
1700067P10Rik,0,0,0,0,0,0,0,0
1700069L16Rik,0,0,0,0,0,0,0,0
1700069P05Rik,0,0,0,0,0,0,0,0
1700071G01Rik,0,0,0,0,0,0,0,0
1700071K01Rik,0,0,0,0,0,0,0,0
1700071M16Rik,0,0,0,0,0,0,0,0
1700072B07Rik,0,0,0,0,0,0,0,0
1700072F12Rik,0,0,0,0,0,0,0,0
1700072I22Rik,0,0,0,0,0,0,0,0
1700072O05Rik,0,0,0,0,0,0,0,0
1700073E17Rik,0,0,0,0,0,0,0,0
1700074H08Rik,0,0,0,0,0,0,0,0
1700074P13Rik,0,0,0,0,0,0,0,0
1700080F18Rik,0,0,0,0,0,0,0,0
1700080G11Rik,0,0,0,0,0,0,0,0
1700080N15Rik,0,0,0,0,0,0,0,0
1700081B01Rik,0,0,0,0,0,0,0,0
1700081H04Rik,0,0,0,0,0,0,0,0
1700082M22Rik,0,0,0,0,0,0,0,0
1700083H02Rik,0,0,0,0,0,0,0,0
1700084D21Rik,0,0,0,0,0,0,0,0
1700084E18Rik,0,0.571594978291367,1.01160340552042,0,0,0,0,0
1700084F23Rik,0,0,0,0,0,0,0,0
1700084J12Rik,0,0,0,0,0,0,0,0
1700084M14Rik,0,0,0,0,0,0,0,0
1700085C21Rik,0,0,0,0,0,0,0,0
1700086D15Rik,0,0,0,0,0,0,0,0
1700086L19Rik,0,0,0,0,0,0,0,0
1700086O06Rik,0.7622606404637,1.7147849348741,5.0580170276021,0,2.4755339340579,3.87126430494496,0,0.962011768286997
1700086P04Rik,1.5245212809274,1.14318995658273,1.01160340552042,0,0,0,0,0
1700087M22Rik,0,0,0,0,0,0,0,0
1700088E04Rik,0,1.14318995658273,0,0,0,0,0,0
1700091H14Rik,0,0,0,0,0,0,0,0
1700091J24Rik,0,0,0,0,0,0,0,0
1700092C02Rik,0,0,0,0,0,0,0,0
1700092C10Rik,0,0,0,0,0,0,0,0
1700092E19Rik,0,0,0,0,0,0,0,0
1700092K14Rik,0,0,0,0,0,0,0,0
1700092M07Rik,0,0,0,0,0,2.58084286996331,0,0.962011768286997
1700093K21Rik,0,0,0,0,0,0,0,0
1700094D03Rik,13.7206915283466,22.2922041533633,13.1508442717655,7.79113390733492,24.755339340579,18.0659000897431,14.8237902720748,9.62011768286997
1700094J05Rik,0,0,0,0,0,0,0,0
1700094M23Rik,0,0,0,0,0,0,0,0.962011768286997
1700094M24Rik,0,0,0,0,0,0,0,0
1700095A13Rik,0,0,0,0,0,0,0,0
1700095A21Rik,0,0,0,0,0,0,0,0
